Num_items,Itemset,Support
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Trình độ học vấn=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Mức thanh khoản=1.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Phân lớp tuổi=Gen Y'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Mức vay=1.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=1.0'}, {'Loại hợp đồng=2.0', 'TỈNH=Đồng Tháp'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Tình trạng tín dụng=Tốt'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Mục đích vay=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hợp đồng=4.0', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Tình trạng tín dụng=Tốt'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Mục đích vay=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp doanh thu=nan', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Mục đích vay=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng tín dụng=Tốt', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mục đích vay=1.0', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Trình độ học vấn=1.0', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp khoản vay=25-36', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp khoản vay=25-36', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp khoản vay=25-36', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp khoản vay=25-36', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp khoản vay=25-36', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp khoản vay=25-36', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp khoản vay=25-36', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp khoản vay=25-36', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', {'Số năm kinh nghiệm=3.0', inf]'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', {'Số năm kinh nghiệm=3.0', 'Nghề nghiệp=6.0'}"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Nguồn doanh thu chính=1.0', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Nguồn doanh thu chính=1.0', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Nguồn doanh thu chính=1.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Nguồn doanh thu chính=1.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Nguồn doanh thu chính=1.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Nguồn doanh thu chính=1.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Nguồn doanh thu chính=1.0', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hình cư trú=0.0', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hình cư trú=0.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hình cư trú=0.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hình cư trú=0.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hình cư trú=0.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Loại hình cư trú=0.0', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mức thanh khoản=2.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mức thanh khoản=2.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mức thanh khoản=2.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mức thanh khoản=2.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Mức thanh khoản=2.0', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng hôn nhân=2.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng hôn nhân=2.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng hôn nhân=2.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Tình trạng hôn nhân=2.0', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp tuổi=Gen X', 'Hình thức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp tuổi=Gen X', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Phân lớp tuổi=Gen X', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Hình thức vay=nan', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Hình thức vay=nan', 'Mức vay=nan'"",)",0.1
1,"(""'TỈNH=Quảng Ninh', 'Số người phụ thuộc=0.0', 'Mức vay=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp khoản vay=13-24', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Phân lớp tuổi=Gen Z'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mục đích vay=1.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp tuổi=Gen Z', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Trình độ học vấn=1.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', {'Loại hợp đồng=4.0', 'Mức vay=3.0'}"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', {'Loại hợp đồng=4.0', 2980000.0]'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Nguồn doanh thu chính=5.0', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Nguồn doanh thu chính=5.0', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Nguồn doanh thu chính=5.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Nguồn doanh thu chính=5.0', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Nguồn doanh thu chính=5.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Nguồn doanh thu chính=5.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Nguồn doanh thu chính=5.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Nguồn doanh thu chính=5.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'TỈNH=Thanh Hóa', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'TỈNH=Thanh Hóa', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'TỈNH=Thanh Hóa', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'TỈNH=Thanh Hóa', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'TỈNH=Thanh Hóa', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'TỈNH=Thanh Hóa', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'TỈNH=Thanh Hóa', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp doanh thu=Trung bình cao', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp doanh thu=Trung bình cao', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp doanh thu=Trung bình cao', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp doanh thu=Trung bình cao', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp doanh thu=Trung bình cao', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Phân lớp doanh thu=Trung bình cao', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Tình trạng tín dụng=Xấu', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Tình trạng tín dụng=Xấu', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Tình trạng tín dụng=Xấu', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Tình trạng tín dụng=Xấu', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Tình trạng tín dụng=Xấu', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mức vay=3.0'}, 'Khoản_vay_bin=(1470000.0"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Hình thức vay=2.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Hình thức vay=2.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Hình thức vay=2.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Hình thức vay=2.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Tình trạng hôn nhân=nan', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Tình trạng hôn nhân=nan', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Tình trạng hôn nhân=nan', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mức thanh khoản=nan', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Mức thanh khoản=nan', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Số năm kinh nghiệm=5.0', 'Số người phụ thuộc=0.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Loại hình cư trú=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Tình trạng tín dụng=Tốt'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Phân lớp doanh thu=Cao'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Số năm kinh nghiệm=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'TỈNH=Quảng Ngãi'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Phân lớp tuổi=Gen Y'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Mục đích vay=6.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Hình thức vay=nan'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Mức vay=nan'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Nguồn doanh thu chính=nan', 'Tình trạng hôn nhân=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Tình trạng tín dụng=Tốt'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Mục đích vay=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Mức thanh khoản=2.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Hình thức vay=nan'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Phân lớp doanh thu=nan', 'Mức vay=nan'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Tình trạng tín dụng=Tốt'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Phân lớp doanh thu=Cao'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Số năm kinh nghiệm=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'TỈNH=Quảng Ngãi'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Phân lớp tuổi=Gen Y'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Mục đích vay=6.0'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Mức vay=nan'"",)",0.1
1,"(""'Loại hợp đồng=4.0', 'Loại hình cư trú=1.0', 'Tình trạng hôn nhân=1.0'"",)",0.1
